rank,start_x,end_x,start_y,end_y,local_nx,local_ny,iterations,exec_time,comm_time,overhead,final_error,U,iteration,neighbor,direction,n_points
0,,,,,,,,,1.8104910850524902e-06,,,,1394.0,2.0,right,49.0
0,,,,,,,,,3.300607204437256e-06,,,,1395.0,1.0,up,49.0
0,,,,,,,,,1.666136085987091e-06,,,,1395.0,2.0,right,49.0
0,,,,,,,,,1.4223158359527588e-05,,,,1396.0,1.0,up,49.0
0,,,,,,,,,3.376975655555725e-06,,,,1396.0,2.0,right,49.0
0,,,,,,,,,2.575106918811798e-06,,,,1397.0,1.0,up,49.0
0,,,,,,,,,5.243346095085144e-06,,,,1397.0,2.0,right,49.0
0,,,,,,,,,3.3052638173103333e-06,,,,1398.0,1.0,up,49.0
0,,,,,,,,,1.8365681171417236e-06,,,,1398.0,2.0,right,49.0
0,,,,,,,,,9.791925549507141e-06,,,,1399.0,1.0,up,49.0
0,,,,,,,,,1.8728896975517273e-06,,,,1399.0,2.0,right,49.0
0,,,,,,,,,2.652406692504883e-06,,,,1400.0,1.0,up,49.0
0,,,,,,,,,9.385868906974792e-06,,,,1400.0,2.0,right,49.0
0,,,,,,,,,1.185201108455658e-05,,,,1401.0,1.0,up,49.0
0,,,,,,,,,1.6354024410247803e-06,,,,1401.0,2.0,right,49.0
0,,,,,,,,,6.486661732196808e-06,,,,1402.0,1.0,up,49.0
0,,,,,,,,,2.2528693079948425e-06,,,,1402.0,2.0,right,49.0
0,,,,,,,,,3.409571945667267e-06,,,,1403.0,1.0,up,49.0
0,,,,,,,,,1.7890706658363342e-06,,,,1403.0,2.0,right,49.0
0,,,,,,,,,3.50363552570343e-06,,,,1404.0,1.0,up,49.0
0,,,,,,,,,3.244727849960327e-06,,,,1404.0,2.0,right,49.0
0,,,,,,,,,4.152767360210419e-06,,,,1405.0,1.0,up,49.0
0,,,,,,,,,2.3739412426948547e-06,,,,1405.0,2.0,right,49.0
0,,,,,,,,,3.2689422369003296e-06,,,,1406.0,1.0,up,49.0
0,,,,,,,,,1.6549602150917053e-06,,,,1406.0,2.0,right,49.0
0,,,,,,,,,2.7026981115341187e-06,,,,1407.0,1.0,up,49.0
0,,,,,,,,,5.738809704780579e-06,,,,1407.0,2.0,right,49.0
0,,,,,,,,,2.987682819366455e-06,,,,1408.0,1.0,up,49.0
0,,,,,,,,,8.530914783477783e-06,,,,1408.0,2.0,right,49.0
0,,,,,,,,,3.495253622531891e-06,,,,1409.0,1.0,up,49.0
0,,,,,,,,,1.9399449229240417e-06,,,,1409.0,2.0,right,49.0
0,,,,,,,,,6.5909698605537415e-06,,,,1410.0,1.0,up,49.0
0,,,,,,,,,1.7173588275909424e-06,,,,1410.0,2.0,right,49.0
0,,,,,,,,,5.921348929405212e-06,,,,1411.0,1.0,up,49.0
0,,,,,,,,,1.455657184123993e-06,,,,1411.0,2.0,right,49.0
0,,,,,,,,,2.969987690448761e-06,,,,1412.0,1.0,up,49.0
0,,,,,,,,,5.695968866348267e-06,,,,1412.0,2.0,right,49.0
0,,,,,,,,,3.0240043997764587e-06,,,,1413.0,1.0,up,49.0
0,,,,,,,,,1.83936208486557e-06,,,,1413.0,2.0,right,49.0
0,,,,,,,,,7.675960659980774e-06,,,,1414.0,1.0,up,49.0
0,,,,,,,,,1.7825514078140259e-06,,,,1414.0,2.0,right,49.0
0,,,,,,,,,9.874813258647919e-06,,,,1415.0,1.0,up,49.0
0,,,,,,,,,1.6866251826286316e-06,,,,1415.0,2.0,right,49.0
0,,,,,,,,,2.8712674975395203e-06,,,,1416.0,1.0,up,49.0
0,,,,,,,,,2.5955960154533386e-06,,,,1416.0,2.0,right,49.0
0,,,,,,,,,2.9318034648895264e-06,,,,1417.0,1.0,up,49.0
0,,,,,,,,,2.6794150471687317e-06,,,,1417.0,2.0,right,49.0
0,,,,,,,,,1.219380646944046e-05,,,,1418.0,1.0,up,49.0
0,,,,,,,,,1.80024653673172e-06,,,,1418.0,2.0,right,49.0
0,,,,,,,,,2.414919435977936e-06,,,,1419.0,1.0,up,49.0
0,,,,,,,,,5.387701094150543e-06,,,,1419.0,2.0,right,49.0
0,,,,,,,,,2.398155629634857e-06,,,,1420.0,1.0,up,49.0
0,,,,,,,,,9.18656587600708e-06,,,,1420.0,2.0,right,49.0
0,,,,,,,,,4.091300070285797e-06,,,,1421.0,1.0,up,49.0
0,,,,,,,,,1.7350539565086365e-06,,,,1421.0,2.0,right,49.0
0,,,,,,,,,1.0915100574493408e-05,,,,1422.0,1.0,up,49.0
0,,,,,,,,,1.9138678908348083e-06,,,,1422.0,2.0,right,49.0
0,,,,,,,,,3.7709251046180725e-06,,,,1423.0,1.0,up,49.0
0,,,,,,,,,1.7415732145309448e-06,,,,1423.0,2.0,right,49.0
0,,,,,,,,,8.162111043930054e-06,,,,1424.0,1.0,up,49.0
0,,,,,,,,,1.5497207641601562e-06,,,,1424.0,2.0,right,49.0
0,,,,,,,,,3.3285468816757202e-06,,,,1425.0,1.0,up,49.0
0,,,,,,,,,1.7192214727401733e-06,,,,1425.0,2.0,right,49.0
0,,,,,,,,,3.186054527759552e-06,,,,1426.0,1.0,up,49.0
0,,,,,,,,,1.7685815691947937e-06,,,,1426.0,2.0,right,49.0
0,,,,,,,,,3.3313408493995667e-06,,,,1427.0,1.0,up,49.0
0,,,,,,,,,5.4407864809036255e-06,,,,1427.0,2.0,right,49.0
0,,,,,,,,,3.121793270111084e-06,,,,1428.0,1.0,up,49.0
0,,,,,,,,,1.7583370208740234e-06,,,,1428.0,2.0,right,49.0
0,,,,,,,,,2.969987690448761e-06,,,,1429.0,1.0,up,49.0
0,,,,,,,,,1.8263235688209534e-06,,,,1429.0,2.0,right,49.0
0,,,,,,,,,2.987682819366455e-06,,,,1430.0,1.0,up,49.0
0,,,,,,,,,1.8635764718055725e-06,,,,1430.0,2.0,right,49.0
0,,,,,,,,,2.9942020773887634e-06,,,,1431.0,1.0,up,49.0
0,,,,,,,,,3.797002136707306e-06,,,,1431.0,2.0,right,49.0
0,,,,,,,,,8.339062333106995e-06,,,,1432.0,1.0,up,49.0
0,,,,,,,,,2.3618340492248535e-06,,,,1432.0,2.0,right,49.0
0,,,,,,,,,3.155320882797241e-06,,,,1433.0,1.0,up,49.0
0,,,,,,,,,1.8347054719924927e-06,,,,1433.0,2.0,right,49.0
0,,,,,,,,,2.9765069484710693e-06,,,,1434.0,1.0,up,49.0
0,,,,,,,,,1.8384307622909546e-06,,,,1434.0,2.0,right,49.0
0,,,,,,,,,3.546476364135742e-06,,,,1435.0,1.0,up,49.0
0,,,,,,,,,2.4652108550071716e-06,,,,1435.0,2.0,right,49.0
0,,,,,,,,,5.393289029598236e-06,,,,1436.0,1.0,up,49.0
0,,,,,,,,,1.8225982785224915e-06,,,,1436.0,2.0,right,49.0
0,,,,,,,,,3.5194680094718933e-06,,,,1437.0,1.0,up,49.0
0,,,,,,,,,2.012588083744049e-06,,,,1437.0,2.0,right,49.0
0,,,,,,,,,2.9886141419410706e-06,,,,1438.0,1.0,up,49.0
0,,,,,,,,,1.564621925354004e-06,,,,1438.0,2.0,right,49.0
0,,,,,,,,,2.8703361749649048e-06,,,,1439.0,1.0,up,49.0
0,,,,,,,,,8.891336619853973e-06,,,,1439.0,2.0,right,49.0
0,,,,,,,,,2.9364600777626038e-06,,,,1440.0,1.0,up,49.0
0,,,,,,,,,9.561888873577118e-06,,,,1440.0,2.0,right,49.0
0,,,,,,,,,7.679685950279236e-06,,,,1441.0,1.0,up,49.0
0,,,,,,,,,1.6670674085617065e-06,,,,1441.0,2.0,right,49.0
0,,,,,,,,,3.191642463207245e-06,,,,1442.0,1.0,up,49.0
0,,,,,,,,,1.7825514078140259e-06,,,,1442.0,2.0,right,49.0
0,,,,,,,,,3.57162207365036e-06,,,,1443.0,1.0,up,49.0
0,,,,,,,,,1.796521246433258e-06,,,,1443.0,2.0,right,49.0
0,,,,,,,,,3.2102689146995544e-06,,,,1444.0,1.0,up,49.0
0,,,,,,,,,1.7015263438224792e-06,,,,1444.0,2.0,right,49.0
0,,,,,,,,,6.250105798244476e-06,,,,1445.0,1.0,up,49.0
0,,,,,,,,,1.5422701835632324e-06,,,,1445.0,2.0,right,49.0
0,,,,,,,,,3.123655915260315e-06,,,,1446.0,1.0,up,49.0
0,,,,,,,,,1.667998731136322e-06,,,,1446.0,2.0,right,49.0
0,,,,,,,,,2.977438271045685e-06,,,,1447.0,1.0,up,49.0
0,,,,,,,,,4.309229552745819e-06,,,,1447.0,2.0,right,49.0
0,,,,,,,,,1.206807792186737e-05,,,,1448.0,1.0,up,49.0
0,,,,,,,,,1.7471611499786377e-06,,,,1448.0,2.0,right,49.0
0,,,,,,,,,3.312714397907257e-06,,,,1449.0,1.0,up,49.0
0,,,,,,,,,1.8971040844917297e-06,,,,1449.0,2.0,right,49.0
0,,,,,,,,,2.425163984298706e-06,,,,1450.0,1.0,up,49.0
0,,,,,,,,,5.255453288555145e-06,,,,1450.0,2.0,right,49.0
0,,,,,,,,,7.012858986854553e-06,,,,1451.0,1.0,up,49.0
0,,,,,,,,,3.069639205932617e-06,,,,1451.0,2.0,right,49.0
0,,,,,,,,,2.6300549507141113e-06,,,,1452.0,1.0,up,49.0
0,,,,,,,,,1.4845281839370728e-06,,,,1452.0,2.0,right,49.0
0,,,,,,,,,5.812384188175201e-06,,,,1453.0,1.0,up,49.0
0,,,,,,,,,4.630535840988159e-06,,,,1453.0,2.0,right,49.0
0,,,,,,,,,3.0621886253356934e-06,,,,1454.0,1.0,up,49.0
0,,,,,,,,,2.1085143089294434e-06,,,,1454.0,2.0,right,49.0
0,,,,,,,,,3.1189993023872375e-06,,,,1455.0,1.0,up,49.0
0,,,,,,,,,2.8675422072410583e-06,,,,1455.0,2.0,right,49.0
0,,,,,,,,,3.1301751732826233e-06,,,,1456.0,1.0,up,49.0
0,,,,,,,,,2.282671630382538e-06,,,,1456.0,2.0,right,49.0
0,,,,,,,,,2.4782493710517883e-06,,,,1457.0,1.0,up,49.0
0,,,,,,,,,2.8936192393302917e-06,,,,1457.0,2.0,right,49.0
0,,,,,,,,,3.1813979148864746e-06,,,,1458.0,1.0,up,49.0
0,,,,,,,,,3.0249357223510742e-06,,,,1458.0,2.0,right,49.0
0,,,,,,,,,4.081055521965027e-06,,,,1459.0,1.0,up,49.0
0,,,,,,,,,1.7844140529632568e-06,,,,1459.0,2.0,right,49.0
0,,,,,,,,,2.8815120458602905e-06,,,,1460.0,1.0,up,49.0
0,,,,,,,,,5.256384611129761e-06,,,,1460.0,2.0,right,49.0
0,,,,,,,,,6.4605847001075745e-06,,,,1461.0,1.0,up,49.0
0,,,,,,,,,1.4081597328186035e-06,,,,1461.0,2.0,right,49.0
0,,,,,,,,,3.238208591938019e-06,,,,1462.0,1.0,up,49.0
0,,,,,,,,,1.8933787941932678e-06,,,,1462.0,2.0,right,49.0
0,,,,,,,,,5.887821316719055e-06,,,,1463.0,1.0,up,49.0
0,,,,,,,,,1.0243616998195648e-05,,,,1463.0,2.0,right,49.0
0,,,,,,,,,2.535991370677948e-06,,,,1464.0,1.0,up,49.0
0,,,,,,,,,1.301988959312439e-05,,,,1464.0,2.0,right,49.0
0,,,,,,,,,2.837739884853363e-06,,,,1465.0,1.0,up,49.0
0,,,,,,,,,1.5506520867347717e-06,,,,1465.0,2.0,right,49.0
0,,,,,,,,,5.174428224563599e-06,,,,1466.0,1.0,up,49.0
0,,,,,,,,,1.8579885363578796e-06,,,,1466.0,2.0,right,49.0
0,,,,,,,,,3.689900040626526e-06,,,,1467.0,1.0,up,49.0
0,,,,,,,,,5.759298801422119e-06,,,,1467.0,2.0,right,49.0
0,,,,,,,,,3.0938535928726196e-06,,,,1468.0,1.0,up,49.0
0,,,,,,,,,1.7061829566955566e-06,,,,1468.0,2.0,right,49.0
0,,,,,,,,,2.520158886909485e-06,,,,1469.0,1.0,up,49.0
0,,,,,,,,,5.543231964111328e-06,,,,1469.0,2.0,right,49.0
0,,,,,,,,,5.102716386318207e-06,,,,1470.0,1.0,up,49.0
0,,,,,,,,,1.4360994100570679e-06,,,,1470.0,2.0,right,49.0
0,,,,,,,,,2.6188790798187256e-06,,,,1471.0,1.0,up,49.0
0,,,,,,,,,3.579072654247284e-06,,,,1471.0,2.0,right,49.0
0,,,,,,,,,3.1096860766410828e-06,,,,1472.0,1.0,up,49.0
0,,,,,,,,,2.0042061805725098e-06,,,,1472.0,2.0,right,49.0
0,,,,,,,,,3.164634108543396e-06,,,,1473.0,1.0,up,49.0
0,,,,,,,,,4.338100552558899e-06,,,,1473.0,2.0,right,49.0
0,,,,,,,,,3.403984010219574e-06,,,,1474.0,1.0,up,49.0
0,,,,,,,,,1.9120052456855774e-06,,,,1474.0,2.0,right,49.0
0,,,,,,,,,1.3908371329307556e-05,,,,1475.0,1.0,up,49.0
0,,,,,,,,,0.00017900019884109497,,,,1475.0,2.0,right,49.0
0,,,,,,,,,5.665235221385956e-06,,,,1476.0,1.0,up,49.0
0,,,,,,,,,3.281049430370331e-06,,,,1476.0,2.0,right,49.0
0,,,,,,,,,8.404254913330078e-06,,,,1477.0,1.0,up,49.0
0,,,,,,,,,1.8291175365447998e-06,,,,1477.0,2.0,right,49.0
0,,,,,,,,,4.260800778865814e-06,,,,1478.0,1.0,up,49.0
0,,,,,,,,,6.280839443206787e-06,,,,1478.0,2.0,right,49.0
0,,,,,,,,,3.205612301826477e-06,,,,1479.0,1.0,up,49.0
0,,,,,,,,,1.821666955947876e-06,,,,1479.0,2.0,right,49.0
0,,,,,,,,,2.508983016014099e-06,,,,1480.0,1.0,up,49.0
0,,,,,,,,,1.4258548617362976e-06,,,,1480.0,2.0,right,49.0
0,,,,,,,,,2.864748239517212e-06,,,,1481.0,1.0,up,49.0
0,,,,,,,,,9.479932487010956e-06,,,,1481.0,2.0,right,49.0
0,,,,,,,,,6.662681698799133e-06,,,,1482.0,1.0,up,49.0
0,,,,,,,,,2.50060111284256e-06,,,,1482.0,2.0,right,49.0
0,,,,,,,,,8.463859558105469e-06,,,,1483.0,1.0,up,49.0
0,,,,,,,,,3.877095878124237e-06,,,,1483.0,2.0,right,49.0
0,,,,,,,,,5.866400897502899e-06,,,,1484.0,1.0,up,49.0
0,,,,,,,,,8.516013622283936e-06,,,,1484.0,2.0,right,49.0
0,,,,,,,,,4.55416738986969e-06,,,,1485.0,1.0,up,49.0
0,,,,,,,,,6.047077476978302e-06,,,,1485.0,2.0,right,49.0
0,,,,,,,,,2.543441951274872e-06,,,,1486.0,1.0,up,49.0
0,,,,,,,,,1.3615936040878296e-06,,,,1486.0,2.0,right,49.0
0,,,,,,,,,3.14321368932724e-06,,,,1487.0,1.0,up,49.0
0,,,,,,,,,2.0544975996017456e-06,,,,1487.0,2.0,right,49.0
0,,,,,,,,,1.1391006410121918e-05,,,,1488.0,1.0,up,49.0
0,,,,,,,,,1.7043203115463257e-06,,,,1488.0,2.0,right,49.0
0,,,,,,,,,8.534640073776245e-06,,,,1489.0,1.0,up,49.0
0,,,,,,,,,9.046867489814758e-06,,,,1489.0,2.0,right,49.0
0,,,,,,,,,2.930872142314911e-06,,,,1490.0,1.0,up,49.0
0,,,,,,,,,1.1586584150791168e-05,,,,1490.0,2.0,right,49.0
0,,,,,,,,,3.1404197216033936e-06,,,,1491.0,1.0,up,49.0
0,,,,,,,,,7.60052353143692e-06,,,,1491.0,2.0,right,49.0
0,,,,,,,,,1.622922718524933e-05,,,,1492.0,1.0,up,49.0
0,,,,,,,,,2.0228326320648193e-06,,,,1492.0,2.0,right,49.0
0,,,,,,,,,1.8586404621601105e-05,,,,1493.0,1.0,up,49.0
0,,,,,,,,,1.8598511815071106e-06,,,,1493.0,2.0,right,49.0
0,,,,,,,,,1.1424534022808075e-05,,,,1494.0,1.0,up,49.0
0,,,,,,,,,1.8738210201263428e-06,,,,1494.0,2.0,right,49.0
0,,,,,,,,,1.2730248272418976e-05,,,,1495.0,1.0,up,49.0
0,,,,,,,,,5.009584128856659e-06,,,,1495.0,2.0,right,49.0
0,,,,,,,,,1.444295048713684e-05,,,,1496.0,1.0,up,49.0
0,,,,,,,,,3.616325557231903e-06,,,,1496.0,2.0,right,49.0
0,,,,,,,,,5.2871182560920715e-06,,,,1497.0,1.0,up,49.0
0,,,,,,,,,5.848705768585205e-06,,,,1497.0,2.0,right,49.0
0,,,,,,,,,2.989545464515686e-06,,,,1498.0,1.0,up,49.0
0,,,,,,,,,9.548850357532501e-06,,,,1498.0,2.0,right,49.0
0,,,,,,,,,3.7802383303642273e-06,,,,1499.0,1.0,up,49.0
0,,,,,,,,,5.545094609260559e-06,,,,1499.0,2.0,right,49.0
0,,,,,,,,,3.129243850708008e-06,,,,1500.0,1.0,up,49.0
0,,,,,,,,,5.3085386753082275e-06,,,,1500.0,2.0,right,49.0
0,,,,,,,,,8.025206625461578e-06,,,,1501.0,1.0,up,49.0
0,,,,,,,,,1.7546117305755615e-06,,,,1501.0,2.0,right,49.0
0,,,,,,,,,3.1730160117149353e-06,,,,1502.0,1.0,up,49.0
0,,,,,,,,,2.7474015951156616e-06,,,,1502.0,2.0,right,49.0
0,,,,,,,,,2.8423964977264404e-06,,,,1503.0,1.0,up,49.0
0,,,,,,,,,6.171874701976776e-06,,,,1503.0,2.0,right,49.0
0,,,,,,,,,1.3850629329681396e-05,,,,1504.0,1.0,up,49.0
0,,,,,,,,,3.3546239137649536e-06,,,,1504.0,2.0,right,49.0
0,,,,,,,,,3.3956021070480347e-06,,,,1505.0,1.0,up,49.0
0,,,,,,,,,1.944601535797119e-06,,,,1505.0,2.0,right,49.0
0,,,,,,,,,2.8545036911964417e-06,,,,1506.0,1.0,up,49.0
0,,,,,,,,,1.0260380804538727e-05,,,,1506.0,2.0,right,49.0
0,,,,,,,,,3.3294782042503357e-06,,,,1507.0,1.0,up,49.0
0,,,,,,,,,1.7872080206871033e-06,,,,1507.0,2.0,right,49.0
0,,,,,,,,,8.071772754192352e-06,,,,1508.0,1.0,up,49.0
0,,,,,,,,,9.134411811828613e-06,,,,1508.0,2.0,right,49.0
0,,,,,,,,,3.223307430744171e-06,,,,1509.0,1.0,up,49.0
0,,,,,,,,,1.7276033759117126e-06,,,,1509.0,2.0,right,49.0
0,,,,,,,,,8.996576070785522e-06,,,,1510.0,1.0,up,49.0
0,,,,,,,,,1.4454126358032227e-06,,,,1510.0,2.0,right,49.0
0,,,,,,,,,5.793757736682892e-06,,,,1511.0,1.0,up,49.0
0,,,,,,,,,7.756054401397705e-06,,,,1511.0,2.0,right,49.0
0,,,,,,,,,3.870576620101929e-06,,,,1512.0,1.0,up,49.0
0,,,,,,,,,3.5604462027549744e-06,,,,1512.0,2.0,right,49.0
0,,,,,,,,,1.0381452739238739e-05,,,,1513.0,1.0,up,49.0
0,,,,,,,,,2.0759180188179016e-06,,,,1513.0,2.0,right,49.0
0,,,,,,,,,4.932284355163574e-06,,,,1514.0,1.0,up,49.0
0,,,,,,,,,1.734122633934021e-06,,,,1514.0,2.0,right,49.0
0,,,,,,,,,5.6354328989982605e-06,,,,1515.0,1.0,up,49.0
0,,,,,,,,,1.4863908290863037e-06,,,,1515.0,2.0,right,49.0
0,,,,,,,,,4.286877810955048e-06,,,,1516.0,1.0,up,49.0
0,,,,,,,,,6.115064024925232e-06,,,,1516.0,2.0,right,49.0
0,,,,,,,,,2.864748239517212e-06,,,,1517.0,1.0,up,49.0
0,,,,,,,,,9.085051715373993e-06,,,,1517.0,2.0,right,49.0
0,,,,,,,,,7.766298949718475e-06,,,,1518.0,1.0,up,49.0
0,,,,,,,,,1.9259750843048096e-06,,,,1518.0,2.0,right,49.0
0,,,,,,,,,2.8945505619049072e-06,,,,1519.0,1.0,up,49.0
0,,,,,,,,,1.8551945686340332e-06,,,,1519.0,2.0,right,49.0
0,,,,,,,,,2.4139881134033203e-06,,,,1520.0,1.0,up,49.0
0,,,,,,,,,3.5585835576057434e-06,,,,1520.0,2.0,right,49.0
0,,,,,,,,,3.059394657611847e-06,,,,1521.0,1.0,up,49.0
0,,,,,,,,,4.82611358165741e-06,,,,1521.0,2.0,right,49.0
0,,,,,,,,,8.326955139636993e-06,,,,1522.0,1.0,up,49.0
0,,,,,,,,,1.6642734408378601e-06,,,,1522.0,2.0,right,49.0
0,,,,,,,,,1.6952864825725555e-05,,,,1523.0,1.0,up,49.0
0,,,,,,,,,1.628883183002472e-06,,,,1523.0,2.0,right,49.0
0,,,,,,,,,3.5744160413742065e-06,,,,1524.0,1.0,up,49.0
0,,,,,,,,,7.27921724319458e-06,,,,1524.0,2.0,right,49.0
0,,,,,,,,,2.993270754814148e-06,,,,1525.0,1.0,up,49.0
0,,,,,,,,,9.103678166866302e-06,,,,1525.0,2.0,right,49.0
0,,,,,,,,,6.759539246559143e-06,,,,1526.0,1.0,up,49.0
0,,,,,,,,,1.7918646335601807e-06,,,,1526.0,2.0,right,49.0
0,,,,,,,,,1.2761913239955902e-05,,,,1527.0,1.0,up,49.0
0,,,,,,,,,4.038214683532715e-06,,,,1527.0,2.0,right,49.0
0,,,,,,,,,1.152046024799347e-05,,,,1528.0,1.0,up,49.0
0,,,,,,,,,1.4193356037139893e-06,,,,1528.0,2.0,right,49.0
0,,,,,,,,,1.2191012501716614e-05,,,,1529.0,1.0,up,49.0
0,,,,,,,,,1.8551945686340332e-06,,,,1529.0,2.0,right,49.0
0,,,,,,,,,5.088746547698975e-06,,,,1530.0,1.0,up,49.0
0,,,,,,,,,1.7052516341209412e-06,,,,1530.0,2.0,right,49.0
0,,,,,,,,,3.432855010032654e-06,,,,1531.0,1.0,up,49.0
0,,,,,,,,,1.862645149230957e-06,,,,1531.0,2.0,right,49.0
0,,,,,,,,,1.0171905159950256e-05,,,,1532.0,1.0,up,49.0
0,,,,,,,,,2.6673078536987305e-06,,,,1532.0,2.0,right,49.0
0,,,,,,,,,8.352100849151611e-06,,,,1533.0,1.0,up,49.0
0,,,,,,,,,1.5348196029663086e-06,,,,1533.0,2.0,right,49.0
0,,,,,,,,,3.137625753879547e-06,,,,1534.0,1.0,up,49.0
0,,,,,,,,,1.7834827303886414e-06,,,,1534.0,2.0,right,49.0
0,,,,,,,,,2.882443368434906e-06,,,,1535.0,1.0,up,49.0
0,,,,,,,,,1.94646418094635e-06,,,,1535.0,2.0,right,49.0
0,,,,,,,,,1.2868084013462067e-05,,,,1536.0,1.0,up,49.0
0,,,,,,,,,4.772096872329712e-06,,,,1536.0,2.0,right,49.0
0,,,,,,,,,7.459893822669983e-06,,,,1537.0,1.0,up,49.0
0,,,,,,,,,1.5031546354293823e-06,,,,1537.0,2.0,right,49.0
0,,,,,,,,,2.7064234018325806e-06,,,,1538.0,1.0,up,49.0
0,,,,,,,,,2.1690502762794495e-06,,,,1538.0,2.0,right,49.0
0,,,,,,,,,3.0035153031349182e-06,,,,1539.0,1.0,up,49.0
0,,,,,,,,,2.6319175958633423e-06,,,,1539.0,2.0,right,49.0
0,,,,,,,,,2.8330832719802856e-06,,,,1540.0,1.0,up,49.0
0,,,,,,,,,1.19013711810112e-05,,,,1540.0,2.0,right,49.0
0,,,,,,,,,2.8833746910095215e-06,,,,1541.0,1.0,up,49.0
0,,,,,,,,,9.629875421524048e-06,,,,1541.0,2.0,right,49.0
0,,,,,,,,,2.769753336906433e-06,,,,1542.0,1.0,up,49.0
0,,,,,,,,,1.708976924419403e-06,,,,1542.0,2.0,right,49.0
0,,,,,,,,,7.4356794357299805e-06,,,,1543.0,1.0,up,49.0
0,,,,,,,,,1.3709068298339844e-06,,,,1543.0,2.0,right,49.0
0,,,,,,,,,2.9727816581726074e-06,,,,1544.0,1.0,up,49.0
0,,,,,,,,,1.7685815691947937e-06,,,,1544.0,2.0,right,49.0
0,,,,,,,,,3.244727849960327e-06,,,,1545.0,1.0,up,49.0
0,,,,,,,,,2.0246952772140503e-06,,,,1545.0,2.0,right,49.0
0,,,,,,,,,5.0282105803489685e-06,,,,1546.0,1.0,up,49.0
0,,,,,,,,,6.288290023803711e-06,,,,1546.0,2.0,right,49.0
0,,,,,,,,,9.498558938503265e-06,,,,1547.0,1.0,up,49.0
0,,,,,,,,,2.9616057872772217e-06,,,,1547.0,2.0,right,49.0
0,,,,,,,,,5.364418029785156e-06,,,,1548.0,1.0,up,49.0
0,,,,,,,,,4.8857182264328e-06,,,,1548.0,2.0,right,49.0
0,,,,,,,,,9.601004421710968e-06,,,,1549.0,1.0,up,49.0
0,,,,,,,,,1.5692785382270813e-06,,,,1549.0,2.0,right,49.0
0,,,,,,,,,4.755333065986633e-06,,,,1550.0,1.0,up,49.0
0,,,,,,,,,1.780688762664795e-06,,,,1550.0,2.0,right,49.0
0,,,,,,,,,3.213062882423401e-06,,,,1551.0,1.0,up,49.0
0,,,,,,,,,1.775100827217102e-06,,,,1551.0,2.0,right,49.0
0,,,,,,,,,3.118067979812622e-06,,,,1552.0,1.0,up,49.0
0,,,,,,,,,1.8719583749771118e-06,,,,1552.0,2.0,right,49.0
0,,,,,,,,,5.123205482959747e-06,,,,1553.0,1.0,up,49.0
0,,,,,,,,,6.7390501499176025e-06,,,,1553.0,2.0,right,49.0
0,,,,,,,,,3.8817524909973145e-06,,,,1554.0,1.0,up,49.0
0,,,,,,,,,2.575106918811798e-06,,,,1554.0,2.0,right,49.0
0,,,,,,,,,6.091780960559845e-06,,,,1555.0,1.0,up,49.0
0,,,,,,,,,1.7452985048294067e-06,,,,1555.0,2.0,right,49.0
0,,,,,,,,,6.920658051967621e-06,,,,1556.0,1.0,up,49.0
0,,,,,,,,,1.0198913514614105e-05,,,,1556.0,2.0,right,49.0
0,,,,,,,,,7.9302117228508e-06,,,,1557.0,1.0,up,49.0
0,,,,,,,,,1.1525116860866547e-05,,,,1557.0,2.0,right,49.0
0,,,,,,,,,2.405606210231781e-06,,,,1558.0,1.0,up,49.0
0,,,,,,,,,9.543262422084808e-06,,,,1558.0,2.0,right,49.0
0,,,,,,,,,4.598870873451233e-06,,,,1559.0,1.0,up,49.0
0,,,,,,,,,1.7760321497917175e-06,,,,1559.0,2.0,right,49.0
0,,,,,,,,,2.9588118195533752e-06,,,,1560.0,1.0,up,49.0
0,,,,,,,,,1.7620623111724854e-06,,,,1560.0,2.0,right,49.0
0,,,,,,,,,6.366521120071411e-06,,,,1561.0,1.0,up,49.0
0,,,,,,,,,1.8374994397163391e-06,,,,1561.0,2.0,right,49.0
0,,,,,,,,,3.1301751732826233e-06,,,,1562.0,1.0,up,49.0
0,,,,,,,,,1.755543053150177e-06,,,,1562.0,2.0,right,49.0
0,,,,,,,,,6.979331374168396e-06,,,,1563.0,1.0,up,49.0
0,,,,,,,,,3.4440308809280396e-06,,,,1563.0,2.0,right,49.0
0,,,,,,,,,6.815418601036072e-06,,,,1564.0,1.0,up,49.0
0,,,,,,,,,7.640570402145386e-06,,,,1564.0,2.0,right,49.0
0,,,,,,,,,5.959533154964447e-06,,,,1565.0,1.0,up,49.0
0,,,,,,,,,1.8812716007232666e-06,,,,1565.0,2.0,right,49.0
0,,,,,,,,,2.86102294921875e-06,,,,1566.0,1.0,up,49.0
0,,,,,,,,,2.191402018070221e-06,,,,1566.0,2.0,right,49.0
0,,,,,,,,,9.397044777870178e-06,,,,1567.0,1.0,up,49.0
0,,,,,,,,,2.4726614356040955e-06,,,,1567.0,2.0,right,49.0
0,,,,,,,,,2.925284206867218e-06,,,,1568.0,1.0,up,49.0
0,,,,,,,,,3.727152943611145e-06,,,,1568.0,2.0,right,49.0
0,,,,,,,,,2.4707987904548645e-06,,,,1569.0,1.0,up,49.0
0,,,,,,,,,8.971430361270905e-06,,,,1569.0,2.0,right,49.0
0,,,,,,,,,3.200024366378784e-06,,,,1570.0,1.0,up,49.0
0,,,,,,,,,1.642853021621704e-06,,,,1570.0,2.0,right,49.0
